Combined_Key,Cases_per_Cap,Deaths_per_Cap,Unemployment_Rate_Jan2020,Unemployment_Rate_Oct2020,9-Month Difference
"Keweenaw, Michigan, US",0.038752363,0.00094518,6.9,3.6,-3.3
"Belmont, Ohio, US",0.038727875,0.000477569,8.5,5.9,-2.6
"Jack, Texas, US",0.038724119,0.001007275,4.2,6.7,2.5
"Paulding, Georgia, US",0.03870941,0.000539525,3,3.5,0.5
"Moore, North Carolina, US",0.038699445,0.000683981,4,5.5,1.5
"Humboldt, Nevada, US",0.038678629,0.000415899,3.2,4.3,1.1
"St. Clair, Michigan, US",0.038666985,0.000791815,5.4,5.2,-0.2
"Logan, West Virginia, US",0.03860208,0.001686499,7.5,9.9,2.4
"Levy, Florida, US",0.038599619,0.000433704,3.7,4.9,1.2
"Portsmouth, Virginia, US",0.038581326,0.000773321,4,9.1,5.1
"Bear Lake, Idaho, US",0.038530612,0.000326531,4.2,3.5,-0.7
"Lawrence, Pennsylvania, US",0.038520909,0.001087567,7.4,7.6,0.2
"Wicomico, Maryland, US",0.038510168,0.000665965,5.2,7.4,2.2
"Shasta, California, US",0.038466237,0.000349845,5.4,6.9,1.5
"McPherson, Nebraska, US",0.038461538,0,3.6,1.4,-2.2
"Dallas, Missouri, US",0.038452423,0.000829482,5.3,3.3,-2
"Ashland, Ohio, US",0.038441403,0.000673098,5.3,3.9,-1.4
"Shelby, Texas, US",0.038418929,0.001543088,4.6,6.7,2.1
"Guilford, North Carolina, US",0.038402827,0.0005138,4.2,7.3,3.1
"Ingham, Michigan, US",0.038388405,0.000523245,3.2,4.3,1.1
"Houston, Georgia, US",0.038267358,0.000722145,3.3,3.9,0.6
"Boone, West Virginia, US",0.038215967,0.000792282,6.7,7.5,0.8
"Trimble, Kentucky, US",0.038130091,0,4.7,7,2.3
"Montgomery, Maryland, US",0.038129302,0.000984117,2.8,7.5,4.7
"Scott, Kentucky, US",0.038085047,0.000385938,3.8,5.5,1.7
"Breathitt, Kentucky, US",0.038083927,0.00023753,10.8,10.7,-0.1
"Lorain, Ohio, US",0.038026937,0.000413126,5.2,5.5,0.3
"Yuba, California, US",0.03800783,0.000165251,7,9.4,2.4
"Chariton, Missouri, US",0.037974684,0.000134662,4.2,2.4,-1.8
"Shiawassee, Michigan, US",0.037873227,0.000748657,4.4,3.9,-0.5
"Coryell, Texas, US",0.03782702,0.00028966,4,5.9,1.9
"Latimer, Oklahoma, US",0.037823886,0.000397101,7.3,11.2,3.9
"Quay, New Mexico, US",0.037804435,0.00060584,5.2,7.9,2.7
"Graham, North Carolina, US",0.037791731,0.001303163,7.6,7,-0.6
"Cherokee, North Carolina, US",0.0377464,0.000524256,5,5.9,0.9
"Citrus, Florida, US",0.037726267,0.001490074,4.9,6.5,1.6
"Ozark, Missouri, US",0.037715282,0.000436015,8.8,4.3,-4.5
"Putnam, Missouri, US",0.037691652,0.000212947,4.8,2.1,-2.7
"Coleman, Texas, US",0.037675841,0.001345566,4.8,6.8,2
"Bowie, Texas, US",0.037674942,0.001190412,4.2,6.1,1.9
"Middlesex, Massachusetts, US",0.037613103,0.001575977,2.6,6.1,3.5
"Atlantic, New Jersey, US",0.037471081,0.001217431,6.8,11.8,5
"Arenac, Michigan, US",0.03742525,0.001612578,8.6,4.7,-3.9
"Ashe, North Carolina, US",0.037422343,0.000110282,4.2,4.7,0.5
"Garza, Texas, US",0.037405683,0.002568631,3.4,6.5,3.1
"Screven, Georgia, US",0.037376486,0.001074037,4.4,5.8,1.4
"Asotin, Washington, US",0.0373749,0.000708529,4.2,3.8,-0.4
"Twiggs, Georgia, US",0.037315271,0.002339901,6,5,-1
"Mineral, Nevada, US",0.037291898,0.000887902,4.1,5.3,1.2
"Clearfield, Pennsylvania, US",0.037259479,0.00035329,7.2,6.3,-0.9
"Delta, Colorado, US",0.037256915,0.000577627,4.1,5.3,1.2
"Livingston, Michigan, US",0.037240553,0.000296883,3.2,3.9,0.7
"Fulton, Pennsylvania, US",0.03723331,0.000481762,6.4,10.1,3.7
"Morgan, Ohio, US",0.037220844,0.00165426,9.8,5.7,-4.1
"Larimer, Colorado, US",0.037189793,0.000274587,2.5,5.1,2.6
"St. Lucie, Florida, US",0.037182795,0.001157488,3.9,6.1,2.2
"Leon, Texas, US",0.037175362,0.001091703,5,7.3,2.3
"Otsego, Michigan, US",0.037133128,0.000810767,6,4.6,-1.4
"Ogemaw, Michigan, US",0.037100538,0.001095395,9.1,4.8,-4.3
"Cleburne, Arkansas, US",0.03708014,0.001083511,5.7,6.6,0.9
"Panola, Texas, US",0.03703544,0.001638355,4.7,7.5,2.8
"Fleming, Kentucky, US",0.037034497,6.86E-05,6.3,6.2,-0.1
"Glascock, Georgia, US",0.037024571,0.000673174,4,2.6,-1.4
"Fort Bend, Texas, US",0.037011758,0.000434896,3.6,7.1,3.5
"Coshocton, Ohio, US",0.036994536,0.000409836,7.4,5.4,-2
"Eaton, Michigan, US",0.036973555,0.000643886,3.3,3.7,0.4
"Portage, Ohio, US",0.036967735,0.000547807,5.4,4.6,-0.8
"Sarasota, Florida, US",0.036959759,0.001025956,3.1,4.9,1.8
"Grant, Nebraska, US",0.036918138,0.003210273,2.3,1.2,-1.1
"Schley, Georgia, US",0.036903177,0.000380445,3.7,2.9,-0.8
"Lake of the Woods, Minnesota, US",0.036898396,0.00026738,3.9,3.1,-0.8
"Dorchester, Maryland, US",0.03686304,0.000532431,5.1,7.5,2.4
"Polk, Texas, US",0.036862501,0.000895761,5.4,8.3,2.9
"Pamlico, North Carolina, US",0.036853685,0.000392896,4.1,5,0.9
"Pearl River, Mississippi, US",0.036823625,0.001314486,4.9,7,2.1
"Lawrence, Kentucky, US",0.036821832,0.000261148,8.6,8.4,-0.2
"Erie, New York, US",0.036783418,0.001069988,4.9,6.9,2
"Effingham, Georgia, US",0.036767451,0.000528804,3,3.4,0.4
"Rockdale, Georgia, US",0.03673429,0.000759109,3.8,5.3,1.5
"Henderson, Texas, US",0.036718759,0.000749362,3.8,6,2.2
"Eastland, Texas, US",0.03671024,0.000653595,4,6.1,2.1
"Vernon, Louisiana, US",0.036623163,0.001433722,7.1,6.9,-0.2
"Pender, North Carolina, US",0.036600063,0.0003013,4.3,5.3,1
"Nye, Nevada, US",0.036584055,0.000730821,5,9,4
"Brown, Indiana, US",0.036575669,0.000530082,3.5,4.2,0.7
"Switzerland, Indiana, US",0.036554739,0.000465073,3.7,5.2,1.5
"Fayette, Pennsylvania, US",0.036550273,0.000371304,8,8.6,0.6
"Osborne, Kansas, US",0.036539024,0,2,2.3,0.3
"Monroe, West Virginia, US",0.03653484,0.000828625,5.1,5,-0.1
"Yukon-Koyukuk, Alaska, US",0.036520076,0.000764818,13.8,6.5,-7.3
"Plymouth, Massachusetts, US",0.036500244,0.001805442,3.6,7.1,3.5
"Mecklenburg, Virginia, US",0.036486089,0.001209664,4.6,5.8,1.2
"Montgomery, Missouri, US",0.036447061,0.000519436,4.6,2.7,-1.9
"Snyder, Pennsylvania, US",0.036386605,0.000743089,6.1,4.4,-1.7
"Bastrop, Texas, US",0.0363829,0.00043957,3.1,5.2,2.1
"Pocahontas, West Virginia, US",0.036376864,0.000242512,5.6,5.6,0
"Burnet, Texas, US",0.036361749,0.000415326,2.8,4.2,1.4
"Harnett, North Carolina, US",0.036359358,0.000617756,4.5,6.4,1.9
"Onslow, North Carolina, US",0.036324506,0.000262709,4.7,5.9,1.2
"Butler, Pennsylvania, US",0.036304983,0.000702677,4.9,5.4,0.5
"Rockingham, Virginia, US",0.036291307,0.000463709,2.5,3.2,0.7
"Bourbon, Kentucky, US",0.036284617,5.05E-05,4.4,5.4,1
"Franklin, Kentucky, US",0.036261301,0.000333392,4.1,7.5,3.4
"Boundary, Idaho, US",0.036259698,0.00040833,5.6,5.4,-0.2
"Lycoming, Pennsylvania, US",0.036258043,0.000644313,6,7,1
"Benewah, Idaho, US",0.036244354,0.0004302,5.7,6.1,0.4
"Tehama, California, US",0.036214738,0.000460943,6.3,7.2,0.9
"Rio Blanco, Colorado, US",0.036211259,0.000316256,3.7,4.3,0.6
"Lenawee, Michigan, US",0.03620075,0.000487552,4.3,4.1,-0.2
"San Miguel, Colorado, US",0.036190243,0,1.8,8,6.2
"Choctaw, Alabama, US",0.036142664,0.001588689,5.4,5.8,0.4
"Pittsylvania, Virginia, US",0.036136793,0.000513636,3.9,4.7,0.8
"Trigg, Kentucky, US",0.03610675,0.000136509,5.5,6.7,1.2
"Adams, Idaho, US",0.036096879,0.000698649,7.5,8,0.5
"Geauga, Ohio, US",0.036006791,0.000544587,4.3,3.7,-0.6
"Chautauqua, Kansas, US",0.036,0.000923077,3.6,5.5,1.9
"Pendleton, Kentucky, US",0.03598355,6.85E-05,4.8,5.2,0.4
"Pope, Illinois, US",0.035910941,0.000239406,5.3,4.2,-1.1
"District of Columbia,District of Columbia,US",0.035903699,0.001020193,5.1,8.2,3.1
"Judith Basin, Montana, US",0.035874439,0,4.8,3.7,-1.1
"Salem, New Jersey, US",0.035777831,0.001635008,6.2,7.4,1.2
"Wolfe, Kentucky, US",0.035769177,0.000139723,9.2,8.1,-1.1
"Franklin, North Carolina, US",0.035746574,0.000530961,4.1,6,1.9
"Oneida, New York, US",0.035732559,0.000857127,4.9,6.1,1.2
"Suffolk, Virginia, US",0.035686368,0.000911973,3.2,5.7,2.5
"Amherst, Virginia, US",0.035658915,0.000221484,3.6,4.5,0.9
"Franklin, Texas, US",0.035617716,0.001025641,3.6,5.2,1.6
"Knox, Missouri, US",0.035615054,0.000252589,3.8,2.3,-1.5
"Denton, Texas, US",0.03560274,0.000304326,3,5.4,2.4
"Greenlee, Arizona, US",0.035586439,0.000315856,3.8,6.1,2.3
"Montgomery, Texas, US",0.035575107,0.000390193,3.6,6.9,3.3
"Anne Arundel, Maryland, US",0.035474437,0.000549001,3,6.3,3.3
"Swain, North Carolina, US",0.03545652,0.000350361,5.4,5,-0.4
"Broomfield, Colorado, US",0.035436032,0.000865678,2.4,5.5,3.1
"Crittenden, Kentucky, US",0.035430388,0.000340677,5.3,5.8,0.5
"New Hanover, North Carolina, US",0.035428386,0.000290012,3.7,5.6,1.9
"Collin, Texas, US",0.035410204,0.000291864,3.1,5.2,2.1
"Yavapai, Arizona, US",0.0353936,0.000642283,4.5,6.9,2.4
"Tucker, West Virginia, US",0.03538529,0,6.3,5.3,
"Caroline, Maryland, US",0.035382865,0.000299347,3.8,6,2.2
"Wetzel, West Virginia, US",0.03538002,0.000929306,8.8,7,-1.8
"Clinton, Pennsylvania, US",0.035333402,0.000414164,6.9,6.1,-0.8
"Alpena, Michigan, US",0.035310685,0.000739306,5.3,3.7,-1.6
"Routt, Colorado, US",0.035299165,0.000624074,2.1,5.7,3.6
"Presque Isle, Michigan, US",0.035260483,0.000397078,11.4,4.7,-6.7
"Berkeley, South Carolina, US",0.035246833,0.000478265,2.6,3.8,1.2
"Mecosta, Michigan, US",0.035233471,0.00027616,5.5,4.4,-1.1
"Forsyth, Georgia, US",0.035205444,0.000282495,2.7,2.8,0.1
"Montgomery, Pennsylvania, US",0.035182901,0.001225155,3.9,5.8,1.9
"Saguache, Colorado, US",0.035169988,0.000586166,4.7,5.4,0.7
"Bosque, Texas, US",0.035161895,0.000856302,3.9,4.7,0.8
"Dickenson, Virginia, US",0.035130605,0.000209526,6.3,6.3,0
"Franklin, Virginia, US",0.03511652,0.000356875,3.4,4.3,0.9
"Roscommon, Michigan, US",0.035097215,0.001040843,9.8,5.7,-4.1
"Wythe, Virginia, US",0.035071817,0.000488077,3.9,5,1.1
"Indian River, Florida, US",0.03505437,0.000925445,3.7,5.7,2
"Guadalupe, Texas, US",0.035038089,0.000551403,3,5.1,2.1
"Chatham, North Carolina, US",0.035034242,0.000872835,3.5,4.6,1.1
"Huerfano, Colorado, US",0.034942729,0.001594896,7.4,7.9,0.5
"Washington, Texas, US",0.034920016,0.00158854,3.4,5.3,1.9
"Moffat, Colorado, US",0.034856584,0.001279831,4,4.3,0.3
"Alleghany, Virginia, US",0.034791386,0.001211306,4.7,4.5,-0.2
"Morris, New Jersey, US",0.034750785,0.001844077,3.4,6.2,2.8
"Emmet, Michigan, US",0.034744875,0.0008978,7.2,3.7,-3.5
"Calhoun, Arkansas, US",0.034688765,0.000192715,5.1,4.7,-0.4
"Broome, New York, US",0.034653102,0.000934442,5.7,6.3,0.6
"Deuel, Nebraska, US",0.034559643,0,3.2,2.7,-0.5
"Arthur, Nebraska, US",0.034557235,0,5.1,3.6,-1.5
"Fayette, Georgia, US",0.034556594,0.000576817,2.9,3.4,0.5
"Frederick, Maryland, US",0.034544803,0.000628017,3.2,6.3,3.1
"Allegheny, Pennsylvania, US",0.034483099,0.000589616,4.7,6.9,2.2
"Wayne, West Virginia, US",0.034465256,0.00045683,6,5.6,-0.4
"Van Buren, Arkansas, US",0.034451496,0.000362647,6,6.7,0.7
"Venango, Pennsylvania, US",0.034439883,0.000493408,6.3,6.8,0.5
"Letcher, Kentucky, US",0.034426762,9.28E-05,9.4,12.1,2.7
"Blaine, Nebraska, US",0.034408602,0,5.8,2.8,-3
"Jones, North Carolina, US",0.034398556,0.001592526,3.8,4.9,1.1
"San Juan, Colorado, US",0.034340659,0,3.2,4.3,1.1
"Barbour, West Virginia, US",0.034304483,0.000304118,6.4,5.9,-0.5
"Patrick, Virginia, US",0.03430259,0.001590186,4,4.8,0.8
"La Plata, Colorado, US",0.034293236,0.000249017,2.8,5.5,2.7
"Teller, Colorado, US",0.034268158,0.000236332,3.1,5.7,2.6
"Lake, Florida, US",0.034242396,0.000749078,3.3,6.5,3.2
"Pottawatomie, Kansas, US",0.034204159,0.000123037,3.2,3.7,0.5
"Orange, California, US",0.034197901,0.000533742,2.9,7.5,4.6
"Knox, Ohio, US",0.034145246,0.000353005,5,3.7,-1.3
"Cumberland, North Carolina, US",0.034142154,0.000375549,5.4,8.4,3
"Onondaga, New York, US",0.034139075,0.000625369,4.4,6.5,2.1
"Travis, Texas, US",0.034121326,0.000397974,2.6,5.2,2.6
"Comal, Texas, US",0.034095347,0.000781005,3.1,5.3,2.2
"Volusia, Florida, US",0.034089184,0.000715726,3.5,5.9,2.4
"Colfax, New Mexico, US",0.034084248,0.000669961,4.5,6.6,2.1
"Henderson, North Carolina, US",0.034083651,0.000723916,3.5,5.3,1.8
"Sherman, Texas, US",0.034083388,0.00099272,2.7,3.3,0.6
"Morris, Texas, US",0.034065224,0.000645786,5.8,12.3,6.5
"Litchfield, Connecticut, US",0.034037031,0.001081333,4.4,4.7,0.3
"Grand, Colorado, US",0.034002796,0.000317783,2.3,6.4,4.1
"Chelan, Washington, US",0.033989637,0.000284974,6,4.5,-1.5
"Union, Oregon, US",0.033985467,0.000409912,5.9,5.5,-0.4
"Clark, Kentucky, US",0.033974023,0.000358492,4.6,7,2.4
"Costilla, Colorado, US",0.033959352,0.000514536,4.1,6.2,2.1
"Jefferson, Pennsylvania, US",0.033897524,0.000414508,6.5,6,-0.5
"Stokes, North Carolina, US",0.033844399,0.000504486,4,5.4,1.4
"Pasquotank, North Carolina, US",0.033823825,0.000903978,5.1,6,0.9
"Ashtabula, Ohio, US",0.033771763,0.000668442,6.6,5.3,-1.3
"Richmond City, Virginia, US",0.033757746,0.000373206,3.5,7.8,4.3
"Harris, Georgia, US",0.033743898,0.000794642,3.1,2.8,-0.3
"Marion, Oregon, US",0.033678533,0.000534762,4.1,6.1,2
"Washtenaw, Michigan, US",0.033656056,0.000432534,2.5,3.5,1
"Clare, Michigan, US",0.033537964,0.000904685,7.8,5.9,-1.9
"Frederick, Virginia, US",0.033533752,0.000257521,2.6,3.4,0.8
"Worcester, Maryland, US",0.033437906,0.000765169,10.9,9,-1.9
"San Diego, California, US",0.03338226,0.000357664,3.3,7.7,4.4
"Oscoda, Michigan, US",0.033369737,0.001698823,8,5.3,-2.7
"Benzie, Michigan, US",0.033322076,0.000731735,6.9,3.5,-3.4
"Schuyler, Missouri, US",0.033261803,0.000214592,5.3,2.8,-2.5
"Washington, Pennsylvania, US",0.033248737,0.000483407,5.6,7.1,1.5
"Upshur, Texas, US",0.03324312,0.00062271,4.4,7.2,2.8
"Preston, West Virginia, US",0.033231634,0.000538406,5.1,4.4,-0.7
"Somerset, New Jersey, US",0.03320727,0.001924398,3.6,6.4,2.8
"Douglas, Washington, US",0.033065463,0.000230261,7,4.8,-2.2
"Isle of Wight, Virginia, US",0.033064755,0.000754534,3,4.3,1.3
"Appomattox, Virginia, US",0.03305889,0.000377098,4.1,4.8,0.7
"Seminole, Florida, US",0.033037603,0.000633708,2.9,5.7,2.8
"Reynolds, Missouri, US",0.033014354,0.000318979,4.9,3.3,-1.6
"Marin, California, US",0.032991276,0.000517722,2.4,5.4,3
"Fayette, West Virginia, US",0.032990615,0.000943263,7,6.6,-0.4
"Meade, Kentucky, US",0.032969341,0.000139997,5.2,6.9,1.7
"Douglas, Nevada, US",0.032961865,0.000204478,4,6.5,2.5
"Sullivan, New York, US",0.032917064,0.000530279,4.7,6.7,2
"Person, North Carolina, US",0.032894404,0.000405166,4.4,6.1,1.7
"Cedar, Missouri, US",0.032894278,0.00055753,4.4,2.7,-1.7
"Rains, Texas, US",0.032843216,0.000799105,3.1,4.1,1
"Pasco, Florida, US",0.032837076,0.000588504,3.5,5.5,2
"Jefferson, West Virginia, US",0.032793196,0.000332482,3,4.1,1.1
"Mackinac, Michigan, US",0.032780813,9.26E-05,20.3,3,-17.3
"White Pine, Nevada, US",0.032776618,0.000313152,3,3.6,0.6
"New York, New York, US",0.032752995,0.001997291,3.2,10.3,7.1
"Monroe, New York, US",0.032750044,0.000505548,4.5,6.9,2.4
"Gilmer, West Virginia, US",0.032724019,0,9,6.7,
"Page, Virginia, US",0.032716927,0.001380638,5.8,4.5,-1.3
"Valdez-Cordova, Alaska, US",0.03271028,0.000326016,10.7,6.3,-4.4
"Bristol, Rhode Island, US",0.032673941,0.001093257,3.4,5.2,1.8
"Hunt, Texas, US",0.032659188,0.000709982,3.7,5.6,1.9
"Erie, Pennsylvania, US",0.032640289,0.000489382,5.8,7.6,1.8
"Brunswick, Virginia, US",0.032591954,0.000492884,5.2,7.4,2.2
"Fairfax, Virginia, US",0.032579484,0.000563819,2.4,5,2.6
"Jasper, Texas, US",0.032564947,0.001125841,7.2,10.3,3.1
"Northampton, Virginia, US",0.032536294,0.00264731,5.5,6.2,0.7
"Wilson, Texas, US",0.032484825,0.000567848,3,5,2
"Windham, Connecticut, US",0.032462195,0.000393896,4.8,5.3,0.5
"Harrison, Kentucky, US",0.032457905,5.29E-05,4.6,5.7,1.1
"Ventura, California, US",0.03243003,0.000235223,3.9,7.1,3.2
"Mercer, West Virginia, US",0.032421117,0.000782872,5.6,7.3,1.7
"Hillsborough, New Hampshire, US",0.032420119,0.000865656,3.1,4,0.9
"Sacramento, California, US",0.03241116,0.000443927,3.9,8.4,4.5
"Goliad, Texas, US",0.032384435,0.000914077,4,7.6,3.6
"Kerr, Texas, US",0.032376426,0.000551331,3.4,4.7,1.3
"Jones, Georgia, US",0.032364712,0.000835218,3.2,3.1,-0.1
"Greene, Pennsylvania, US",0.032346204,0.000220793,6.6,7,0.4
"Cortland, New York, US",0.032344844,0.000231185,6.6,5.4,-1.2
"Charlotte, Florida, US",0.032311683,0.001122228,3.6,5.2,1.6
"Hancock, Mississippi, US",0.032310212,0.000965737,5.5,7.3,1.8
"Tuolumne, California, US",0.032306619,0.000348765,4.9,8.3,3.4
"Westmoreland, Virginia, US",0.032306411,0.000499584,4.3,4.8,0.5
"Randolph, West Virginia, US",0.03230528,0.000104548,6.9,6,-0.9
"Anderson, Kentucky, US",0.032267991,4.40E-05,4.3,6.2,1.9
"Harrison, Texas, US",0.032244978,0.000826409,4.4,7.6,3.2
"Dutchess, New York, US",0.032227804,0.000706959,4,5.9,1.9
"Jackson, West Virginia, US",0.032194849,0.000979843,6,6.2,0.2
"Lackawanna, Pennsylvania, US",0.032188063,0.001192327,5.7,7.3,1.6
"Wake, North Carolina, US",0.032187673,0.00029053,3.4,5.3,1.9
"Pulaski, Virginia, US",0.032180327,0.000587769,3.6,5.1,1.5
"Morgan, Kentucky, US",0.03215869,0,7.3,6.8,-0.5
"Charles, Maryland, US",0.032059881,0.000698286,3.5,7.6,4.1
"Washington, North Carolina, US",0.032037997,0.000690846,7,7.6,0.6
"Slope, North Dakota, US",0.032,0,2.3,1.7,-0.6
"Augusta, Virginia, US",0.031948966,0.000251462,2.6,3.3,0.7
"Conejos, Colorado, US",0.031931749,0.000487508,4.1,4.1,0
"Carroll, Ohio, US",0.031916475,0.000445865,7,5.6,-1.4
"Linn, Missouri, US",0.031795302,0.000922819,6,3.6,-2.4
"Hopewell, Virginia, US",0.03178126,0.000399485,4.6,9.9,5.3
"Arlington, Virginia, US",0.031772236,0.000692445,2,4.1,2.1
"Gunnison, Colorado, US",0.031726034,0.00040087,2.1,4.3,2.2
"Carteret, North Carolina, US",0.031681373,0.000230305,4.7,4.8,0.1
"Okanogan, Washington, US",0.031650214,0.000331416,9.2,5.1,-4.1
"Columbia, Pennsylvania, US",0.031617511,0.000862016,6.2,5.5,-0.7
"Bonner, Idaho, US",0.031570432,0.000240495,5.2,6.7,1.5
"Marion, Arkansas, US",0.031568228,0.000539116,4.9,5.5,0.6
"Lyon, Nevada, US",0.031559729,0.000452095,5,7.1,2.1
"Cumberland, Pennsylvania, US",0.03154675,0.000884083,3.8,4.8,1
"Chesapeake, Virginia, US",0.031527355,0.00036351,3,5.1,2.1
"Marion, Georgia, US",0.031463094,0.001196315,4.4,3.5,-0.9
"New London, Connecticut, US",0.031458564,0.000754131,4.4,6.6,2.2
"Surry, Virginia, US",0.031454376,0.000778574,3.9,4.3,0.4
"Hernando, Florida, US",0.0314408,0.001278878,4.2,6.1,1.9
"Bath, Kentucky, US",0.03144,0.00016,8.5,7.8,-0.7
"Vinton, Ohio, US",0.031333588,0.000534964,8.5,5.3,-3.2
"Lyon, Kentucky, US",0.031303289,0.000609013,5.4,6.3,0.9
"Madison, North Carolina, US",0.031303149,0.00078143,3.8,5.4,1.6
"Carbon, Pennsylvania, US",0.03127045,0.001199713,6.1,6.8,0.7
"Elbert, Colorado, US",0.031239478,0.000187063,2.3,3.6,1.3
"Chesterfield, Virginia, US",0.031161955,0.000425168,2.9,4.8,1.9
"McIntosh, Georgia, US",0.031158715,0.000625956,3.3,4.2,0.9
"Napa, California, US",0.031137472,0.000174236,3.5,6.6,3.1
"Harrison, Ohio, US",0.031117021,0.000199468,7.9,6.2,-1.7
"Solano, California, US",0.031044828,0.000203287,4,8.5,4.5
"Middlesex, Connecticut, US",0.031039917,0.00135438,4,4.5,0.5
"Sanilac, Michigan, US",0.030993442,0.001117318,6,3.8,-2.2
"Osceola, Michigan, US",0.030988917,0.00059676,4.7,3.7,-1
"Allegany, New York, US",0.030960491,0.001410254,6.7,5.7,-1
"Esmeralda, Nevada, US",0.030927835,0,3.8,5.4,1.6
"Norfolk, Virginia, US",0.030909361,0.00041196,3.7,7.7,4
"San Patricio, Texas, US",0.030900644,0.00137869,6.2,9.5,3.3
"Harrison, West Virginia, US",0.030867135,0.000386583,5,5.5,0.5
"Crawford, Michigan, US",0.030864638,0.000356405,7.1,5,-2.1
"Perquimans, North Carolina, US",0.030825225,0.000297111,5.4,5.4,0
"Chester, Pennsylvania, US",0.030770169,0.000841922,3.5,4.8,1.3
"Henrico, Virginia, US",0.030738956,0.000816159,2.9,5.5,2.6
"Mason, West Virginia, US",0.030736159,0.000452557,6.6,5.9,-0.7
"Sumter, Florida, US",0.030712883,0.000808035,4.6,5.8,1.2
"Taos, New Mexico, US",0.030712343,0.001039025,5.8,10.3,4.5
"Bedford, Virginia, US",0.03068471,0.000329126,3.2,4,0.8
"Throckmorton, Texas, US",0.030646236,0.001332445,3.8,4.8,1
"Perry, Arkansas, US",0.030607365,0.000382592,4.8,4.9,0.1
"Macon, North Carolina, US",0.030592894,0.00025099,4.5,5.2,0.7
"Taliaferro, Georgia, US",0.03057905,0,6,4.2,-1.8
"Elk, Kansas, US",0.030434783,0,3.2,3.6,0.4
"Macon, Georgia, US",0.03043176,0.001235808,4.5,6,1.5
"Santa Barbara, California, US",0.030430079,0.000313551,4.7,6.3,1.6
"Adams, Pennsylvania, US",0.03040511,0.000543642,3.9,4.4,0.5
"Juneau, Alaska, US",0.0303997,0.000156377,4.7,4.6,-0.1
"Valley, Idaho, US",0.030372191,8.78E-05,4.5,6.4,1.9
"Taylor, West Virginia, US",0.030368374,0.000539084,5.2,4.9,-0.3
"Tyler, Texas, US",0.030269472,0.000322997,6.8,9.2,2.4
"Iron, Missouri, US",0.030222222,9.88E-05,6.1,4.5,-1.6
"Warren, New Jersey, US",0.030218397,0.001671939,4.4,6.1,1.7
"Orange, North Carolina, US",0.030206902,0.000417576,3.2,4.4,1.2
"Chippewa, Michigan, US",0.030201612,0.000267745,7.7,3.9,-3.8
"Mercer, Missouri, US",0.030135471,0.000276472,4.4,1.9,-2.5
"Norfolk, Massachusetts, US",0.030108592,0.00173181,2.8,6.7,3.9
"Charlevoix, Michigan, US",0.030065409,0.000306009,6,3.7,-2.3
"Sonoma, California, US",0.030058503,0.000335804,2.9,6.2,3.3
"Brevard, Florida, US",0.030037778,0.000804064,3.2,5.1,1.9
"Howard, Maryland, US",0.030037766,0.000509687,2.6,5.7,3.1
"Elk, Pennsylvania, US",0.030023404,0.000434637,6.9,8.2,1.3
"Kent, Maryland, US",0.030017506,0.0012872,5.2,6.5,1.3
"Williamson, Texas, US",0.029949996,0.00030988,2.9,4.8,1.9
"Archuleta, Colorado, US",0.029866705,0,3.6,5.4,1.8
"Red River, Texas, US",0.029776262,0.001580304,4.9,6.2,1.3
"Meigs, Ohio, US",0.029772559,0.000567512,9.7,6.1,-3.6
"Virginia Beach, Virginia, US",0.029595043,0.000280016,2.9,4.7,1.8
"Jackson, Missouri, US",0.029557148,0.000291603,4.3,5,0.7
"Owen, Kentucky, US",0.029538574,0.000275204,4.9,7,2.1
"Alger, Michigan, US",0.029424682,0.000219587,8.8,4.7,-4.1
"Fredericksburg, Virginia, US",0.029377325,0.00024108,3.4,5.8,2.4
"Wheeler, Nebraska, US",0.029374202,0,2.4,1.3,-1.1
"Colonial Heights, Virginia, US",0.029360967,0.001496834,3.3,6,2.7
"Niagara, New York, US",0.029357658,0.000673735,6,6.9,0.9
"Sanders, Montana, US",0.029307356,0.000247668,8.4,5.1,-3.3
"Botetourt, Virginia, US",0.029234866,0.000418923,2.9,3.3,0.4
"Luce, Michigan, US",0.029218173,0,7,3.8,-3.2
"Alcona, Michigan, US",0.029216723,0.001057184,8.7,5,-3.7
"Genesee, New York, US",0.029207402,0.00036662,5.1,5.1,0
"Loudoun, Virginia, US",0.029088016,0.000372396,2.4,4.3,1.9
"Nicholas, Kentucky, US",0.029027377,0.000412712,5.4,5.9,0.5
"Bell, Texas, US",0.029003317,0.000385756,3.9,6.2,2.3
"Yolo, California, US",0.028975057,0.000444444,4.9,6.2,1.3
"Waller, Texas, US",0.028943272,0.000380118,4.1,7.4,3.3
"Tioga, New York, US",0.028815634,0.001120262,5.2,5.4,0.2
"Harford, Maryland, US",0.028801171,0.000477605,3.3,5.9,2.6
"Sitka, Alaska, US",0.028729542,0,4.9,4.6,-0.3
"Woodson, Kansas, US",0.028680688,0,4.3,4.5,0.2
"Raleigh, West Virginia, US",0.028680089,0.000272624,5.2,6.1,0.9
"Hampshire, West Virginia, US",0.028651564,0.0002589,4.1,3.9,-0.2
"Campbell, Virginia, US",0.028605266,0.000291519,3.5,4.7,1.2
"Aleutians West, Alaska, US",0.0285765,0,3.4,2.6,-0.8
"Buchanan, Virginia, US",0.028470767,0.001142639,7.9,7.5,-0.4
