Combined_Key,Cases_per_Cap,Deaths_per_Cap,Unemployment_Rate_Jan2020,Unemployment_Rate_Oct2020,9-Month Difference
"Clark, Kansas, US",0.085757272,0.002507523,2.5,1.9,-0.6
"Reeves, Texas, US",0.085691037,0.001377066,2,5.8,3.8
"Poinsett, Arkansas, US",0.085642639,0.00216763,4.3,4.9,0.6
"Hardin, Tennessee, US",0.08560736,0.001247466,5.2,7.8,2.6
"Page, Iowa, US",0.085589462,0.000661945,3.3,2.6,-0.7
"Butler, Nebraska, US",0.085578842,0.001122754,2.8,2.4,-0.4
"Boone, Illinois, US",0.0854811,0.001045869,9.7,5.3,-4.4
"Henderson, Tennessee, US",0.085428744,0.001351496,5.1,7.6,2.5
"Sunflower, Mississippi, US",0.085424134,0.002270012,10.3,11.6,1.3
"Moniteau, Missouri, US",0.085420283,0.000929829,4,2.5,-1.5
"Bremer, Iowa, US",0.085388237,0.00151624,3.3,1.9,-1.4
"Adams, North Dakota, US",0.085288809,0.000451264,2.7,3.1,0.4
"Green Lake, Wisconsin, US",0.085020885,0.000581611,6,4.5,-1.5
"Waseca, Minnesota, US",0.084998925,0.000644745,5.7,3.7,-2
"Adams, Illinois, US",0.084954535,0.00097807,3.3,3.6,0.3
"Iron, Wisconsin, US",0.084930543,0.002813434,7.3,8,0.7
"Lincoln, Wisconsin, US",0.084840358,0.001812054,5.6,4,-1.6
"Perkins, South Dakota, US",0.084816754,0.00104712,3,3.8,0.8
"Greene, Arkansas, US",0.084787645,0.00099283,4.1,4.7,0.6
"Rooks, Kansas, US",0.084756098,0.001626016,3.3,4.1,0.8
"Palo Alto, Iowa, US",0.084740041,0.000225073,2.9,2.5,-0.4
"Hodgeman, Kansas, US",0.084726867,0.002229654,3.3,2.2,-1.1
"Logan, Illinois, US",0.084597107,0.001362779,4.1,3.9,-0.2
"Washakie, Wyoming, US",0.084433056,0.001409353,4.6,3.9,-0.7
"Greensville, Virginia, US",0.084421313,0.001411433,3.5,6.2,2.7
"Gulf, Florida, US",0.084390351,0.00175966,4.1,4.7,0.6
"Hanson, South Dakota, US",0.084274544,0.00086881,6.3,3.5,-2.8
"Pettis, Missouri, US",0.084201327,0.001110088,4.2,3.7,-0.5
"Washington, Mississippi, US",0.084196862,0.002482407,7.9,10.6,2.7
"Valley, Montana, US",0.084099513,0.000946458,4.2,3.4,-0.8
"Floyd, Texas, US",0.084033613,0.00280112,5.5,5.1,-0.4
"Des Moines, Iowa, US",0.083994149,0.000667231,5.4,4.4,-1
"Douglas, Minnesota, US",0.083977872,0.001310925,4,2.4,-1.6
"Perry, Alabama, US",0.083940379,0.001008629,5.2,10.5,5.3
"Morrill, Nebraska, US",0.083800086,0.001723395,3.6,2.4,-1.2
"White, Tennessee, US",0.083781313,0.001023953,4.2,6.6,2.4
"Houston, Tennessee, US",0.083770272,0.002560663,6,8.4,2.4
"Kearney, Nebraska, US",0.083756736,0.000615858,2.1,2.1,0
"Caddo, Oklahoma, US",0.083721577,0.00128642,3.7,6.2,2.5
"Jasper, Illinois, US",0.083662851,0.001352758,4.3,3,-1.3
"Clay, Illinois, US",0.083662015,0.002123786,4.9,4.2,-0.7
"Roberts, South Dakota, US",0.083605926,0.002212815,6.2,3.7,-2.5
"Douglas, Nebraska, US",0.083596609,0.000794641,3.4,3.3,-0.1
"Clinch, Georgia, US",0.083559988,0.002115443,4,3.4,-0.6
"Gibson, Tennessee, US",0.083548735,0.001607881,4.9,7.6,2.7
"Eau Claire, Wisconsin, US",0.083385891,0.000707146,3.9,4,0.1
"Moore, Tennessee, US",0.08338471,0.000616523,3.4,4.8,1.4
"Ochiltree, Texas, US",0.083367222,0.000915006,3.2,5.5,2.3
"Douglas, Illinois, US",0.083329052,0.001078859,3.3,3.3,0
"Waukesha, Wisconsin, US",0.083315603,0.000762003,3.5,4.5,1
"Juneau, Wisconsin, US",0.083298985,0.000299771,4.9,5.3,0.4
"Grenada, Mississippi, US",0.083293188,0.002456884,5,6.5,1.5
"Webb, Texas, US",0.083032113,0.00150008,4.1,7.8,3.7
"DeKalb, Alabama, US",0.082963937,0.00068519,3.2,3.4,0.2
"Marion, Illinois, US",0.082945841,0.00241903,4.3,5,0.7
"Presidio, Texas, US",0.082935561,0.001939141,9.3,14.1,4.8
"Grant, Wisconsin, US",0.082933183,0.001496919,4.6,4,-0.6
"Leflore, Mississippi, US",0.082922329,0.003441791,7.9,10.5,2.6
"Morrison, Minnesota, US",0.082879051,0.001078296,8.3,3.6,-4.7
"Boyd, Nebraska, US",0.082855654,0.001042209,3.3,1.9,-1.4
"Edwards, Texas, US",0.082815735,0.001035197,2.1,4.7,2.6
"Teton, Wyoming, US",0.08267985,8.52E-05,2.7,4.4,1.7
"Sharkey, Mississippi, US",0.082619764,0.003934274,9.6,10,0.4
"Fayette, Indiana, US",0.082590252,0.001774738,5,6.5,1.5
"San Juan, Utah, US",0.082571205,0.00209041,8,8.2,0.2
"Fentress, Tennessee, US",0.082492037,0.001457647,4.8,7.8,3
"Bond, Illinois, US",0.082369414,0.000913186,3.8,3.9,0.1
"Warren, Tennessee, US",0.082297648,0.000581438,4.6,7.6,3
"Lawrence, Arkansas, US",0.082286968,0.002011459,4.7,5.5,0.8
"Wapello, Iowa, US",0.082158483,0.002516515,4.4,3.9,-0.5
"Wyandotte, Kansas, US",0.082017059,0.00111226,4.5,6.2,1.7
"Taylor, Florida, US",0.082015856,0.001066345,3.5,5.8,2.3
"Taylor, Iowa, US",0.082012743,0.001306976,2.4,2.1,-0.3
"Winn, Louisiana, US",0.081990794,0.001941887,7.6,7.6,0
"Yellow Medicine, Minnesota, US",0.081985786,0.001338964,4.3,2.4,-1.9
"Clinton, Indiana, US",0.081977839,0.000864224,3,3.7,0.7
"Perry, Tennessee, US",0.081971273,0.002724121,7.4,8.1,0.7
"DeKalb,Tennessee,US",0.081942411,0.001220107,4.8,8.4,3.6
"Major, Oklahoma, US",0.081924236,0.000524315,2.2,5.4,3.2
"Carroll, Tennessee, US",0.081895776,0.001440559,5.8,7.6,1.8
"Scotts Bluff, Nebraska, US",0.081868718,0.001151103,3.6,2.8,-0.8
"Renville, Minnesota, US",0.081866923,0.002337091,6.2,2.9,-3.3
"Walworth, Wisconsin, US",0.081844264,0.00072207,4.4,4.6,0.2
"Salt Lake, Utah, US",0.08181573,0.00041019,2.6,4.1,1.5
"Franklin, Washington, US",0.081798324,0.000808637,7.5,5.4,-2.1
"Pepin, Wisconsin, US",0.081789488,0.000548923,5.9,3.1,-2.8
"Lawrence, Tennessee, US",0.081645598,0.001064746,4.4,6.9,2.5
"Echols, Georgia, US",0.081627559,0.000748877,2.9,2.8,-0.1
"Wasatch, Utah, US",0.081575782,0.000410666,2.6,4.5,1.9
"Clinton, Iowa, US",0.081565401,0.001076913,4.9,3.9,-1
"Big Stone, Minnesota, US",0.081546784,0.000400721,7.3,2.2,-5.1
"Marshall, Alabama, US",0.081530163,0.000661335,2.7,3.3,0.6
"La Crosse, Wisconsin, US",0.081480477,0.000389778,3.7,3.9,0.2
"Woods, Oklahoma, US",0.081428409,0.00034118,1.9,3.1,1.2
"Haskell, Kansas, US",0.08140121,0.000252016,2.1,2.3,0.2
"Buffalo, Nebraska, US",0.081193741,0.00090618,2.6,2,-0.6
"Franklin, Iowa, US",0.081132075,0.001688183,3.7,2.3,-1.4
"Dubois, Indiana, US",0.081079184,0.000818982,2.7,3.3,0.6
"Daniels, Montana, US",0.081065089,0.00295858,2.9,2.3,-0.6
"Chickasaw, Iowa, US",0.081035783,0.000838012,4.6,2.3,-2.3
"Jackson, Louisiana, US",0.080856199,0.002159553,5.6,5.7,0.1
"Morgan, Illinois, US",0.080842593,0.002020322,4.2,4,-0.2
"Atkinson, Georgia, US",0.080832823,0.001102266,2.7,2.7,0
"Taylor, Wisconsin, US",0.080764882,0.000884825,5.9,3.2,-2.7
"Marengo, Alabama, US",0.080740073,0.001325346,4,6.1,2.1
"Dickinson, Michigan, US",0.080708427,0.002496137,4.9,3.6,-1.3
"Wichita, Kansas, US",0.080698443,0.001887683,2.5,2.2,-0.3
"Quitman, Mississippi, US",0.080683157,0.001030624,8.5,11.8,3.3
"Overton, Tennessee, US",0.080661841,0.001753518,4.8,6,1.2
"St. Joseph, Indiana, US",0.080614069,0.001059501,4,6.1,2.1
"Manitowoc, Wisconsin, US",0.08056368,0.000645725,4.6,4.3,-0.3
"Coffee, Georgia, US",0.080558316,0.001894946,4.2,4.1,-0.1
"Pottawattamie, Iowa, US",0.080552754,0.000847585,3.1,2.9,-0.2
"Panola, Mississippi, US",0.080545157,0.001959523,6.4,9.7,3.3
"Scott, Missouri, US",0.08053814,0.001253918,4.3,3.7,-0.6
"Canyon, Idaho, US",0.080535482,0.000800526,3.9,5.6,1.7
"Pontotoc, Mississippi, US",0.080530863,0.001025673,4.2,5.5,1.3
"Lewis, Tennessee, US",0.080453212,0.001385719,4.2,7.6,3.4
"Martin, Texas, US",0.08040201,0.001906082,3,5.7,2.7
"Dixon, Nebraska, US",0.080376153,0.000887154,3.1,2,-1.1
"Stanley, South Dakota, US",0.080374435,0.000645578,4.1,2.8,-1.3
"Izard, Arkansas, US",0.08019664,0.000513611,6.5,6.8,0.3
"Waushara, Wisconsin, US",0.080186556,0.000572761,5.9,4.4,-1.5
"Redwood, Minnesota, US",0.080158207,0.00151615,4.4,3.1,-1.3
"Muskogee, Oklahoma, US",0.080135888,0.000617674,3.7,6,2.3
"Marquette, Wisconsin, US",0.080133556,0.001091563,5.8,4.9,-0.9
"Butler, Iowa, US",0.080130203,0.001038853,4.6,2.2,-2.4
"Tallahatchie, Mississippi, US",0.080092693,0.002027663,7,7.9,0.9
"Lea, New Mexico, US",0.080061911,0.000970874,4.1,11.5,7.4
"Gentry, Missouri, US",0.080048699,0.002282758,3.2,2.1,-1.1
"Mississippi, Missouri, US",0.080045524,0.000682853,4.8,3.8,-1
"Itawamba, Mississippi, US",0.080034203,0.001838392,4.5,5.1,0.6
"Swift, Minnesota, US",0.079969782,0.001402979,6.2,3.3,-2.9
"Edmunds, South Dakota, US",0.079916427,0.000783494,3.4,2.5,-0.9
"Suwannee, Florida, US",0.079879325,0.002116307,3.5,4.9,1.4
"Doniphan, Kansas, US",0.079868421,0.000657895,3.8,3,-0.8
"McLeod, Minnesota, US",0.079820578,0.000863678,5,3.5,-1.5
"Monroe, Kentucky, US",0.079812207,0.001690141,4.5,5.2,0.7
"Guthrie, Iowa, US",0.079801665,0.002058191,4.1,2.8,-1.3
"Etowah, Alabama, US",0.079751242,0.000782258,4.2,6.5,2.3
"Starr, Texas, US",0.079665187,0.003001563,13.8,15.4,1.6
"Cuming, Nebraska, US",0.079583993,0.000904364,2.9,1.8,-1.1
"Mills, Iowa, US",0.079555232,0.000728043,2.8,2.2,-0.6
"Attala, Mississippi, US",0.079509189,0.002366017,6.6,7.8,1.2
"Humphreys, Mississippi, US",0.079489087,0.002604167,12.6,14.4,1.8
"Clark, Wisconsin, US",0.079484672,0.001380342,4.9,3.1,-1.8
"Lewis, Idaho, US",0.079468473,0.001302762,6.9,6.7,-0.2
"Yellowstone, Montana, US",0.079435834,0.000898946,3.8,4,0.2
"Warren, Illinois, US",0.079375445,0.001662313,3.9,3.7,-0.2
"Steele, North Dakota, US",0.079365079,0.000529101,1.8,2.3,0.5
"Edwards, Kansas, US",0.079342387,0,2.6,2.6,0
"Hemphill, Texas, US",0.079340141,0.000261849,3.6,4.2,0.6
"Noxubee, Mississippi, US",0.079293463,0.001631948,7.4,11.8,4.4
"Coahoma, Mississippi, US",0.079280419,0.00212439,8.6,11.6,3
"Campbell, South Dakota, US",0.079215116,0.000726744,4.2,2.4,-1.8
"Hale, Alabama, US",0.079107228,0.002252406,4.3,9.4,5.1
"Hardin, Iowa, US",0.079069215,0.001305948,4.3,2.6,-1.7
"Miller, Georgia, US",0.079048618,0.000524659,3.4,2.8,-0.6
"Van Buren, Tennessee, US",0.079019074,0.000851499,4.6,8,3.4
"Ford, Illinois, US",0.07900625,0.002391791,4.6,3.3,-1.3
"Sweet Grass, Montana, US",0.078940326,0.001337972,3.6,2.7,-0.9
"Union, Mississippi, US",0.078882526,0.000937012,4.2,5.3,1.1
"Maury, Tennessee, US",0.078776184,0.000954486,3.2,6.5,3.3
"Clay, Arkansas, US",0.078757474,0.001718095,6,4.7,-1.3
"Greene, Illinois, US",0.078726193,0.002930064,4.2,3.8,-0.4
"Lavaca, Texas, US",0.078694056,0.002332043,3,5.4,2.4
"Clay, Nebraska, US",0.078671611,0.000644849,3.4,1.8,-1.6
"Bonneville, Idaho, US",0.078664897,0.000797904,2.9,3.9,1
"Ware, Georgia, US",0.078664577,0.002266749,3.8,3.9,0.1
"Caldwell, Louisiana, US",0.078644888,0.001814882,8.4,6.9,-1.5
"Saline, Missouri, US",0.078599359,0.000659022,4.3,2.6,-1.7
"Payette, Idaho, US",0.078577095,0.000835038,4.2,4.8,0.6
"Osage, Missouri, US",0.078516342,0.00044069,3.1,2,-1.1
"Lac qui Parle,Minnesota,US",0.078514268,0.001207912,5.5,2.7,-2.8
"Winnebago, Illinois, US",0.078500347,0.001143072,7.7,6.6,-1.1
"Fremont, Colorado, US",0.078492443,0.000250841,4.9,7,2.1
"Liberty, Florida, US",0.078405554,0.001675844,3.4,4.8,1.4
"Kusilvak, Alaska, US",0.07830166,0.000360837,18.4,11.1,-7.3
"Crittenden, Arkansas, US",0.078240017,0.001334585,4.7,8,3.3
"Lincoln, Nebraska, US",0.078192129,0.000744687,3.6,2.3,-1.3
"Clark, South Dakota, US",0.078158458,0.000267666,5,3.4,-1.6
"Jefferson, Wisconsin, US",0.07811818,0.000589838,4.1,4.1,0
"Brookings, South Dakota, US",0.07797132,0.000684209,3.8,3.3,-0.5
"Livingston, Illinois, US",0.077956688,0.001402603,4.4,3.6,-0.8
"Muscatine, Iowa, US",0.077934558,0.001546972,3.6,3.3,-0.3
"Grundy, Iowa, US",0.077910399,0.001144539,3.6,2.3,-1.3
"Whiteside, Illinois, US",0.077879474,0.002718623,4.5,4.4,-0.1
"Appling, Georgia, US",0.077830958,0.002284347,3.8,3.1,-0.7
"Decatur, Kansas, US",0.077821012,0.000353732,3.3,3.5,0.2
"Yoakum, Texas, US",0.07781476,0.002065879,3.5,10.5,7
"Butte, South Dakota, US",0.077763928,0.001438297,4.1,3.7,-0.4
"White, Indiana, US",0.077752884,0.000995768,3,3.4,0.4
"Pointe Coupee, Louisiana, US",0.077726645,0.002439024,6.1,8.3,2.2
"Bienville, Louisiana, US",0.077713164,0.00302092,6.9,8.7,1.8
"Mower, Minnesota, US",0.077704558,0.00057411,3.4,3.5,0.1
"Fountain, Indiana, US",0.077694849,0.001162364,3.8,3.6,-0.2
"Gibson, Indiana, US",0.07766125,0.001396358,2.9,3.5,0.6
"Gadsden, Florida, US",0.077660972,0.001270258,4,6.4,2.4
"Flathead, Montana, US",0.077654471,0.000423868,6.5,4.9,-1.6
"Lynn, Texas, US",0.077634011,0.001848429,3.5,4.9,1.4
"Pike, Illinois, US",0.077629972,0.002249213,4.9,3,-1.9
"Delta, Michigan, US",0.077548625,0.0018444,6.3,3.9,-2.4
"Craighead, Arkansas, US",0.077547765,0.000960737,3.2,4.8,1.6
"Marshall, Kansas, US",0.077469867,0.001854332,2.9,2.5,-0.4
"Union, Iowa, US",0.077444653,0.000980312,4.2,3.4,-0.8
"Kimball, Nebraska, US",0.077367841,0.001101322,2.9,2.4,-0.5
"Weakley, Tennessee, US",0.077322372,0.001230197,4.1,6.6,2.5
"Portage, Wisconsin, US",0.077276324,0.000649975,4.2,4.3,0.1
"Burt, Nebraska, US",0.077256541,0.001083759,4.1,2.5,-1.6
"Iroquois, Illinois, US",0.077155713,0.001549015,5,3.4,-1.6
"Polk, Iowa, US",0.077142,0.000773215,3.6,3.6,0
"Sheridan, Wyoming, US",0.077087092,0.000426439,4.3,4.1,-0.2
"Richland, Louisiana, US",0.076980419,0.001689693,8.4,8,-0.4
"Dallas, Iowa, US",0.076958471,0.000642034,2.5,2.1,-0.4
"Gage, Nebraska, US",0.076930228,0.000464835,3.7,2.5,-1.2
"Jersey, Illinois, US",0.076930143,0.001331925,4.4,4.1,-0.3
"Custer, Montana, US",0.07691633,0.000701631,4.2,3.5,-0.7
"Bureau, Illinois, US",0.076866495,0.001930857,5.5,3.9,-1.6
"Dunn, North Dakota, US",0.076853526,0.001356239,1.5,4.9,3.4
"Ouachita, Louisiana, US",0.076846796,0.001539676,6.3,7.8,1.5
"Floyd, Iowa, US",0.076844393,0.001662192,5.3,3.3,-2
"Story, Iowa, US",0.076824861,0.000236828,2.2,1.9,-0.3
"Lee, Iowa, US",0.076804231,0.000623942,4.9,3.8,-1.1
"Lincoln, Idaho, US",0.076779724,0.001490868,4.7,4.8,0.1
"Stanton, Kansas, US",0.076769691,0.000997009,3.1,2.8,-0.3
"Sabine, Louisiana, US",0.076745939,0.001591023,6,6,0
"Madison, Florida, US",0.076677662,0.001622235,3.6,6.1,2.5
"Swisher, Texas, US",0.076652697,0.001487089,3.9,4.7,0.8
"Garfield, Oklahoma, US",0.076650943,0.000671515,3.2,5.9,2.7
"Clay, Alabama, US",0.076615036,0.002115603,3.3,3.5,0.2
"Graham, Kansas, US",0.076551168,0.000805802,3.1,4.5,1.4
"Washington, Arkansas, US",0.076530079,0.000840347,2.7,4.4,1.7
"Lincoln, Minnesota, US",0.076431991,0.000177336,6.4,2,-4.4
"McCurtain, Oklahoma, US",0.076419347,0.001461988,5.8,7.1,1.3
"Chickasaw, Mississippi, US",0.076419342,0.002046425,5.2,8.4,3.2
"Red Willow, Nebraska, US",0.076370757,0.000466244,2.7,2.6,-0.1
"McCone, Montana, US",0.076322115,0,2.4,2.6,0.2
"Wilcox, Alabama, US",0.07615926,0.001831678,8.9,14.9,6
"Silver Bow, Montana, US",0.07615638,0.000887871,4.7,4.8,0.1
"Catahoula, Louisiana, US",0.07615336,0.002001264,7.3,7.9,0.6
"Pemiscot, Missouri, US",0.076115153,0.001265422,6.1,5.7,-0.4
"Beckham, Oklahoma, US",0.076032755,0.000823459,4.5,8.7,4.2
"Webster, Nebraska, US",0.075996559,0.000860338,3.5,2.1,-1.4
"Moultrie, Illinois, US",0.075925798,0.001172333,3.1,3.2,0.1
"Meeker, Minnesota, US",0.075876324,0.000947377,5.8,2.8,-3
"Bedford, Tennessee, US",0.075875526,0.000925311,4,6.9,2.9
"Oneida, Wisconsin, US",0.075769069,0.001376598,6.1,5.1,-1
"Frio, Texas, US",0.07574116,0.000492465,3.1,5.2,2.1
"Atoka, Oklahoma, US",0.075737753,0.00014537,5,7.8,2.8
"Coles, Illinois, US",0.075699808,0.001323561,3.5,4.6,1.1
"Monroe, Illinois, US",0.075699397,0.001587897,2.8,2.9,0.1
"Baker, Florida, US",0.075693256,0.001232455,3.2,4.5,1.3
"Franklin City, Virginia, US",0.07568721,0.002133802,4.3,8.6,4.3
"Anoka, Minnesota, US",0.075655397,0.000742461,3.3,4.1,0.8
"Wadena, Minnesota, US",0.075646835,0.000730887,8.9,4.3,-4.6
"Kittson, Minnesota, US",0.075616566,0.003257329,4.4,3.2,-1.2
"Cumberland, Illinois, US",0.075608397,0.00204347,3.4,3.3,-0.1
"Shelby, Iowa, US",0.075606775,0.001746115,3,1.9,-1.1
"Kosciusko, Indiana, US",0.07557642,0.000742549,3.1,4,0.9
"Tuscaloosa, Alabama, US",0.075522438,0.000921879,2.8,5.9,3.1
"Cooper, Missouri, US",0.075498334,0.00073409,4.2,2.9,-1.3
"Chase, Nebraska, US",0.075433231,0.000764526,1.9,1.4,-0.5
"Campbell, Wyoming, US",0.075397596,0.000474742,3.9,6.4,2.5
"Shelby, Illinois, US",0.075390589,0.00143293,4.1,3.5,-0.6
"Morton, Kansas, US",0.075376884,0.003092385,2.9,2.7,-0.2
"Jackson, South Dakota, US",0.075358852,0.002392344,6.6,3.5,-3.1
"Cannon, Tennessee, US",0.075350865,0.000340646,3.2,6,2.8
"Jasper,Missouri,US",0.075308255,0.001112686,3.7,3.5,-0.2
"Moody, South Dakota, US",0.075273723,0.001976886,3.8,2.9,-0.9
"Bollinger, Missouri, US",0.07524932,0.000906618,4.9,3.6,-1.3
"Wabash, Illinois, US",0.075173611,0.000868056,3.1,3.7,0.6
"Lee, Mississippi, US",0.075167377,0.00122899,4.2,6.3,2.1
"Natrona, Wyoming, US",0.075158406,0.0007889,4.7,7.8,3.1
"Scott, Iowa, US",0.075157711,0.00069387,4.3,4.2,-0.1
"Barton, Kansas, US",0.075061096,0.000737034,3.8,4.1,0.3
"Allamakee, Iowa, US",0.075034704,0.001315117,5.7,2.1,-3.6
"Tippah, Mississippi, US",0.074994322,0.001635249,4.7,5.7,1
"Pierce, Wisconsin, US",0.074987136,0.000654909,4.9,4,-0.9
"Wabash, Indiana, US",0.074977416,0.001000129,3.5,4,0.5
"Lafayette, Wisconsin, US",0.074947495,0.00030003,3.7,3.2,-0.5
"Logan, Nebraska, US",0.07486631,0,2.5,1.3,-1.2
"Gray, Kansas, US",0.074816299,0.000668003,2.3,1.9,-0.4
"Cascade, Montana, US",0.074797827,0.000995502,4.2,4.4,0.2
"Ben Hill, Georgia, US",0.074790419,0.00239521,5.8,5.4,-0.4
"Sarpy, Nebraska, US",0.074771897,0.000341888,2.9,2.5,-0.4
"Curry, New Mexico, US",0.074764064,0.000755812,4.1,5.6,1.5
"Vigo, Indiana, US",0.074758497,0.001205179,4.6,5.2,0.6
"Bacon, Georgia, US",0.074704407,0.002149767,3.7,3.4,-0.3
"Marion, Missouri, US",0.074693305,0.000806169,3.8,2.8,-1
"Rockland, New York, US",0.074692516,0.002249922,3.7,6.5,2.8
"Hockley, Texas, US",0.074670953,0.002823509,3.4,7.3,3.9
"Tate, Mississippi, US",0.074608947,0.001871403,5.3,7.1,1.8
"Dunn, Wisconsin, US",0.074545935,0.000440839,5,3.9,-1.1
"Hall, Georgia, US",0.074525169,0.001027191,2.8,2.9,0.1
"McClain, Oklahoma, US",0.074516974,0.000494144,2.8,5.5,2.7
"Adams, Washington, US",0.074513336,0.000750638,7.8,3.8,-4
"Rusk, Wisconsin, US",0.074481591,0.00077585,6.9,4.4,-2.5
"Washington, Iowa, US",0.074436604,0.001183701,3.9,2.2,-1.7
"Callaway, Missouri, US",0.07442505,0.000379948,3.8,2.7,-1.1
"Crawford, Illinois, US",0.074302245,0.00112498,4.3,3.9,-0.4
"Seminole, Georgia, US",0.074289246,0.001483313,4.3,3.6,-0.7
"Davidson, Tennessee, US",0.074262689,0.000691499,2.7,6.9,4.2
"Otero, Colorado, US",0.074242258,0.00098479,4.1,5.4,1.3
"Lake, South Dakota, US",0.074158006,0.00093772,3.8,3,-0.8
"Jackson, Indiana, US",0.074088309,0.000926952,2.8,4.2,1.4
"Jefferson, Georgia, US",0.074078896,0.002603828,5.1,5,-0.1
"Cape Girardeau, Missouri, US",0.073994244,0.001153783,3.6,3.3,-0.3
"Boone, Nebraska, US",0.073959938,0.000385208,3.2,1.9,-1.3
"Gallatin, Montana, US",0.073736826,0.00026216,2.5,3.5,1
"Crawford, Kansas, US",0.073728683,0.00061827,4.2,4.7,0.5
"Hamilton, Florida, US",0.073676185,0.000831716,4.7,6.8,2.1
"Rice, Minnesota, US",0.07367258,0.000686854,3.8,3.1,-0.7
"Wood, Wisconsin, US",0.073644844,0.000561652,5,4.9,-0.1
"Acadia, Louisiana, US",0.073623983,0.002095253,6.2,7.9,1.7
"Lane, Kansas, US",0.073615635,0.001954397,2.5,2.4,-0.1
"Radford, Virginia, US",0.073593074,0.000383583,3.8,4.4,0.6
"Brown, Minnesota, US",0.073576456,0.000959693,5,2.7,-2.3
"Tift, Georgia, US",0.073565594,0.001943706,3.3,3.7,0.4
"Fayette, Alabama, US",0.073549258,0.000981475,3.5,4.4,0.9
"Elbert, Georgia, US",0.073512556,0.001719287,4.3,5.2,0.9
"Grant, North Dakota, US",0.073438874,0.003078276,2.7,1.7,-1
"Tipton, Tennessee, US",0.073394049,0.000730531,4.5,7.5,3
"Washington, Illinois, US",0.073377979,0.000792108,2.4,2.5,0.1
"Kenosha, Wisconsin, US",0.073348235,0.001114643,4.8,5.8,1
"Sully, South Dakota, US",0.073328541,0.002156722,3.1,2.6,-0.5
"Knox, Nebraska, US",0.073211714,0.000360058,3.6,2,-1.6
"Red River, Louisiana, US",0.073205402,0.00331675,6.5,6.8,0.3
"Prowers, Colorado, US",0.073118633,0.001396648,2.6,3.8,1.2
"Beaverhead, Montana, US",0.073098487,0.000740506,3.7,2.9,-0.8
"Lincoln, Tennessee, US",0.073095501,0.000756562,7.5,7.5,0
"Iberville, Louisiana, US",0.073082957,0.0020916,7,11.3,4.3
"Sherburne, Minnesota, US",0.073057858,0.000503918,4.5,3.6,-0.9
"Phelps, Nebraska, US",0.073057339,0.000774851,2.4,1.8,-0.6
"Benton, Iowa, US",0.073035679,0.001247807,3.9,2.7,-1.2
"Harrisonburg, Virginia, US",0.073034556,0.000754489,3.1,4.4,1.3
"Ripley, Indiana, US",0.073012286,0.00116509,3.7,3.8,0.1
"Schuyler, Illinois, US",0.072990544,0.000591017,4.7,3.4,-1.3
"Nueces, Texas, US",0.072960082,0.001418737,4.5,8.2,3.7
"Saunders, Nebraska, US",0.072944666,0.000463435,2.9,2.4,-0.5
"Comanche, Kansas, US",0.072941176,0.001176471,3,2.6,-0.4
"Fergus, Montana, US",0.072941176,0.001176471,4.8,2.9,-1.9
"Wayne, Mississippi, US",0.072932666,0.001238666,6.5,8.8,2.3
"Brooks, Texas, US",0.072888764,0.00380657,5.5,10.3,4.8
"Grundy, Tennessee, US",0.072838311,0.001042675,4.9,8.5,3.6
"Stark, Illinois, US",0.072819169,0.001871958,5.8,4.1,-1.7
"Early, Georgia, US",0.072816487,0.003827282,4.2,4.8,0.6
"Lake, Indiana, US",0.072806405,0.001097853,5.3,7,1.7
"Becker, Minnesota, US",0.072800163,0.00084246,5.7,3.1,-2.6
"Val Verde, Texas, US",0.072779194,0.002916879,4.2,7.2,3
"Martin, Minnesota, US",0.072753137,0.001168521,4,4.1,0.1
"Gray, Texas, US",0.072740565,0.001279357,4.2,7.7,3.5
"Columbia, Florida, US",0.072692018,0.001478671,3.2,5.3,2.1
"Cass, Iowa, US",0.072608289,0.002804612,3.8,2.3,-1.5
"Calhoun, Illinois, US",0.072589154,0.000211015,4.7,3.6,-1.1
"Benton, Indiana, US",0.07258802,0.000342936,3.2,3.4,0.2
"Bullock, Alabama, US",0.072567073,0.001980002,4.2,6.2,2
"Ellis, Oklahoma, US",0.072557657,0,2.8,5.6,2.8
"Cibola, New Mexico, US",0.072539831,0.002174321,6.5,9.4,2.9
"Willacy, Texas, US",0.072525517,0.002856073,8.3,10.3,2
"West Carroll, Louisiana, US",0.072483841,0.002308403,15.4,9.1,-6.3
"Mille Lacs, Minnesota, US",0.072458804,0.001446132,8.2,4.7,-3.5
"Morgan, Alabama, US",0.072376942,0.000534764,2.8,4,1.2
"Cherokee, Kansas, US",0.072370731,0.000601836,3.2,3.9,0.7
"Howard, Arkansas, US",0.072337525,0.001211938,4.1,4.7,0.6
"Providence, Rhode Island, US",0.072328624,0.001743537,4.3,7.4,3.1
"Schleicher, Texas, US",0.072323666,0.00179019,3.1,7.1,4
"Noble, Indiana, US",0.072323224,0.001068197,3.5,4.6,1.1
"Clayton, Iowa, US",0.072311813,0.001538549,6.9,2.5,-4.4
"Pickens, Alabama, US",0.072303061,0.001204215,3.6,6.1,2.5
"Leake, Mississippi, US",0.072281225,0.001974897,5.5,6.7,1.2
"Wright, Minnesota, US",0.072244665,0.000491411,4.1,3.2,-0.9
"Sheridan, North Dakota, US",0.072243346,0.001520913,7.6,3.5,-4.1
